transaction_id,customer_id,transaction_date,product_category,quantity,unit_price,total_amount,discount_applied,payment_method
TXN_024549,CUST_04541,2022-01-01,Clothing,1,173.16,173.16,False,Debit Card
TXN_018040,CUST_00813,2022-01-01,Clothing,1,48.63,48.63,False,Debit Card
TXN_012529,CUST_00743,2022-01-02,Sports,1,184.57,184.57,False,Debit Card
TXN_017663,CUST_00312,2022-01-02,Books,3,18.75,56.26,False,Debit Card
TXN_047221,CUST_02110,2022-01-02,Sports,4,534.91,2139.64,False,PayPal
TXN_028253,CUST_01050,2022-01-02,Sports,2,118.26,221.58,True,PayPal
TXN_024140,CUST_01328,2022-01-02,Electronics,2,627.9,1255.8,False,Credit Card
TXN_005746,CUST_00966,2022-01-02,Beauty,1,21.03,21.03,False,Debit Card
TXN_044769,CUST_02905,2022-01-02,Toys,2,113.26,226.53,False,Debit Card
TXN_006975,CUST_00912,2022-01-02,Sports,1,387.37,387.37,False,PayPal
TXN_026608,CUST_04855,2022-01-02,Clothing,1,194.82,175.87,True,PayPal
TXN_009710,CUST_03199,2022-01-02,Home & Garden,1,23.11,18.02,True,PayPal
TXN_020333,CUST_04791,2022-01-02,Home & Garden,3,335.77,1007.32,False,Credit Card
TXN_013779,CUST_02688,2022-01-02,Toys,2,78.95,157.91,False,Credit Card
TXN_041183,CUST_04654,2022-01-02,Beauty,1,89.72,89.72,False,Credit Card
TXN_039668,CUST_03609,2022-01-02,Toys,2,94.61,189.21,False,Credit Card
TXN_033408,CUST_04729,2022-01-02,Clothing,1,47.58,47.58,False,Credit Card
TXN_006552,CUST_04210,2022-01-02,Beauty,1,61.96,61.96,False,Credit Card
TXN_038176,CUST_02087,2022-01-02,Sports,3,561.84,1341.29,True,PayPal
TXN_047792,CUST_04726,2022-01-02,Electronics,2,197.4,394.79,False,Debit Card
TXN_023846,CUST_03117,2022-01-02,Home & Garden,1,81.33,81.33,False,Debit Card
TXN_003308,CUST_02559,2022-01-02,Sports,3,46.07,138.22,False,Credit Card
TXN_045579,CUST_02197,2022-01-02,Clothing,2,55.35,110.7,False,PayPal
TXN_034052,CUST_03023,2022-01-02,Clothing,1,233.27,191.1,True,Credit Card
TXN_031678,CUST_01330,2022-01-02,Sports,3,339.25,1017.74,False,Debit Card
TXN_021782,CUST_00547,2022-01-02,Electronics,2,2238.68,4477.35,False,Debit Card
TXN_023343,CUST_04970,2022-01-02,Books,1,25.68,25.68,False,Bank Transfer
TXN_035684,CUST_02194,2022-01-02,Toys,1,119.47,119.47,False,Credit Card
TXN_022158,CUST_01461,2022-01-02,Beauty,1,37.63,37.63,False,Credit Card
TXN_024844,CUST_01794,2022-01-02,Home & Garden,1,488.06,408.75,True,Bank Transfer
TXN_003206,CUST_03064,2022-01-02,Electronics,1,872.33,802.54,True,Credit Card
TXN_014370,CUST_03126,2022-01-02,Beauty,1,51.04,51.04,False,Debit Card
TXN_007443,CUST_00694,2022-01-02,Electronics,1,334.92,334.92,False,Debit Card
TXN_012394,CUST_03803,2022-01-02,Books,2,34.96,56.12,True,Debit Card
TXN_029519,CUST_04602,2022-01-02,Clothing,2,63.55,127.1,False,Debit Card
TXN_039386,CUST_04272,2022-01-02,Books,1,28.63,28.63,False,Credit Card
TXN_024471,CUST_00567,2022-01-02,Toys,1,124.6,124.6,False,PayPal
TXN_017647,CUST_03543,2022-01-02,Home & Garden,1,255.43,255.43,False,Credit Card
TXN_043586,CUST_02728,2022-01-02,Beauty,1,10.28,10.28,False,Credit Card
TXN_023793,CUST_00062,2022-01-02,Beauty,4,106.54,426.15,False,PayPal
TXN_037804,CUST_04230,2022-01-02,Sports,2,124.68,249.35,False,Credit Card
TXN_009319,CUST_00976,2022-01-02,Clothing,1,64.01,64.01,False,Debit Card
TXN_048273,CUST_03786,2022-01-03,Electronics,1,1058.2,1058.2,False,Debit Card
TXN_005837,CUST_02461,2022-01-03,Books,2,13.58,27.16,False,Debit Card
TXN_007900,CUST_04481,2022-01-03,Toys,2,107.87,215.73,False,Bank Transfer
TXN_011882,CUST_02942,2022-01-03,Electronics,1,310.26,310.26,False,Credit Card
TXN_046471,CUST_04879,2022-01-03,Home & Garden,1,343.46,294.55,True,Credit Card
TXN_017998,CUST_04382,2022-01-03,Beauty,2,19.95,39.9,False,Debit Card
TXN_026790,CUST_01055,2022-01-03,Toys,2,23.78,37.17,True,PayPal
TXN_013835,CUST_00321,2022-01-03,Books,1,14.22,14.22,False,Credit Card
TXN_006031,CUST_03688,2022-01-03,Books,2,24.45,48.9,False,PayPal
TXN_003773,CUST_03707,2022-01-03,Sports,1,194.79,180.68,True,Debit Card
TXN_035923,CUST_04458,2022-01-03,Electronics,1,1303.05,1303.05,False,Bank Transfer
TXN_022930,CUST_01392,2022-01-03,Beauty,1,126.89,126.89,False,Credit Card
TXN_027068,CUST_00189,2022-01-03,Clothing,1,252.81,252.81,False,Credit Card
TXN_009642,CUST_03101,2022-01-03,Books,1,67.26,67.26,False,Bank Transfer
TXN_039664,CUST_02965,2022-01-03,Sports,2,131.21,262.41,False,Credit Card
TXN_011899,CUST_02289,2022-01-03,Books,1,18.24,18.24,False,PayPal
TXN_017101,CUST_00229,2022-01-03,Toys,1,37.79,33.61,True,Debit Card
TXN_043546,CUST_04153,2022-01-03,Home & Garden,3,334.62,1003.86,False,Credit Card
TXN_033939,CUST_01253,2022-01-03,Sports,2,59.51,119.03,False,Debit Card
TXN_035305,CUST_03570,2022-01-03,Electronics,1,1230.48,982.35,True,Debit Card
TXN_047508,CUST_03321,2022-01-03,Clothing,2,204.87,409.73,False,Credit Card
TXN_005065,CUST_01076,2022-01-03,Books,1,19.7,17.7,True,Debit Card
TXN_021630,CUST_01334,2022-01-03,Home & Garden,1,455.1,455.1,False,Debit Card
TXN_026212,CUST_00309,2022-01-03,Beauty,2,19.66,39.32,False,PayPal
TXN_000919,CUST_03310,2022-01-03,Home & Garden,3,225.22,675.66,False,Debit Card
TXN_010557,CUST_03180,2022-01-03,Sports,1,240.0,240.0,False,Debit Card
TXN_023129,CUST_03994,2022-01-03,Clothing,1,138.4,117.96,True,Debit Card
TXN_013120,CUST_03743,2022-01-03,Toys,2,98.03,154.25,True,Debit Card
TXN_031274,CUST_03538,2022-01-03,Sports,1,98.94,98.94,False,Debit Card
TXN_018261,CUST_04916,2022-01-03,Books,1,21.96,21.96,False,Debit Card
TXN_011335,CUST_02832,2022-01-03,Clothing,3,421.32,1263.95,False,Debit Card
TXN_025505,CUST_02254,2022-01-03,Beauty,3,65.23,149.0,True,Debit Card
TXN_035405,CUST_04613,2022-01-03,Sports,1,215.13,176.46,True,Debit Card
TXN_016703,CUST_00199,2022-01-03,Sports,1,253.03,253.03,False,PayPal
TXN_024100,CUST_02502,2022-01-03,Home & Garden,2,364.61,621.63,True,PayPal
TXN_014617,CUST_00746,2022-01-03,Books,3,26.09,78.27,False,Debit Card
TXN_049127,CUST_00915,2022-01-03,Clothing,1,204.35,204.35,False,Debit Card
TXN_005646,CUST_03991,2022-01-03,Beauty,1,133.54,133.54,False,Credit Card
TXN_041399,CUST_02377,2022-01-03,Books,1,19.39,19.39,False,Credit Card
TXN_001911,CUST_02037,2022-01-03,Home & Garden,1,30.95,30.95,False,Credit Card
TXN_011833,CUST_04479,2022-01-03,Clothing,1,243.72,243.72,False,PayPal
TXN_008240,CUST_03965,2022-01-03,Beauty,3,120.33,360.98,False,Credit Card
TXN_014858,CUST_02216,2022-01-03,Electronics,1,2839.07,2839.07,False,PayPal
TXN_038209,CUST_02571,2022-01-03,Toys,1,137.39,137.39,False,Credit Card
TXN_033006,CUST_04207,2022-01-03,Beauty,1,71.2,71.2,False,PayPal
TXN_001614,CUST_03082,2022-01-03,Beauty,1,78.63,78.63,False,Credit Card
TXN_022636,CUST_02661,2022-01-03,Home & Garden,2,84.41,146.76,True,Credit Card
TXN_045966,CUST_04033,2022-01-03,Books,1,30.4,28.56,True,Credit Card
TXN_018218,CUST_04331,2022-01-03,Sports,2,215.64,431.29,False,Credit Card
TXN_029727,CUST_03888,2022-01-03,Toys,1,80.54,80.54,False,Credit Card
TXN_014241,CUST_00784,2022-01-04,Beauty,1,141.47,141.47,False,Debit Card
TXN_038347,CUST_00672,2022-01-04,Home & Garden,1,43.51,43.51,False,Credit Card
TXN_049427,CUST_03949,2022-01-04,Toys,1,189.72,189.72,False,Debit Card
TXN_046460,CUST_01603,2022-01-04,Beauty,4,23.31,93.24,False,Credit Card
TXN_048090,CUST_04843,2022-01-04,Toys,1,65.11,65.11,False,Bank Transfer
TXN_025348,CUST_01956,2022-01-04,Sports,1,25.65,25.65,False,Debit Card
TXN_008574,CUST_04160,2022-01-04,Toys,2,25.0,44.21,True,PayPal
TXN_005390,CUST_02459,2022-01-04,Sports,1,260.08,260.08,False,PayPal
TXN_023791,CUST_01875,2022-01-04,Electronics,3,1148.8,3446.41,False,Debit Card
TXN_022932,CUST_01943,2022-01-04,Home & Garden,1,256.76,228.15,True,PayPal
TXN_023040,CUST_00528,2022-01-04,Electronics,1,73.07,73.07,False,Bank Transfer
TXN_042047,CUST_04296,2022-01-04,Books,1,5.65,5.65,False,Credit Card
TXN_043029,CUST_00410,2022-01-04,Toys,2,68.41,119.76,True,Credit Card
TXN_015800,CUST_00250,2022-01-04,Beauty,1,100.39,100.39,False,Credit Card
TXN_033369,CUST_02775,2022-01-04,Electronics,3,1998.92,5996.76,False,Bank Transfer
TXN_006334,CUST_00403,2022-01-04,Books,1,8.64,7.01,True,Bank Transfer
TXN_047989,CUST_01901,2022-01-04,Sports,1,155.4,155.4,False,Bank Transfer
TXN_029864,CUST_03721,2022-01-04,Beauty,1,63.2,63.2,False,Credit Card
TXN_042534,CUST_03548,2022-01-04,Beauty,1,31.63,31.63,False,Credit Card
TXN_022267,CUST_02569,2022-01-04,Clothing,1,412.7,412.7,False,Debit Card
TXN_022852,CUST_03727,2022-01-04,Beauty,2,89.65,179.31,False,Debit Card
TXN_006563,CUST_00425,2022-01-04,Sports,1,175.09,175.09,False,PayPal
TXN_001919,CUST_03642,2022-01-04,Sports,2,140.62,281.24,False,Credit Card
TXN_046021,CUST_04612,2022-01-04,Books,3,43.06,129.17,False,PayPal
TXN_024078,CUST_00090,2022-01-04,Books,2,52.99,82.51,True,PayPal
TXN_032810,CUST_02924,2022-01-04,Toys,2,114.69,192.37,True,PayPal
TXN_048857,CUST_01970,2022-01-04,Sports,2,360.45,720.89,False,Credit Card
TXN_019728,CUST_04860,2022-01-04,Toys,1,138.06,138.06,False,PayPal
TXN_008872,CUST_02197,2022-01-04,Sports,1,276.08,276.08,False,Credit Card
TXN_033723,CUST_01436,2022-01-04,Sports,1,250.16,223.07,True,Credit Card
TXN_009185,CUST_01501,2022-01-04,Home & Garden,3,272.52,817.57,False,Debit Card
TXN_002126,CUST_02696,2022-01-04,Electronics,4,629.6,2518.42,False,Credit Card
TXN_025559,CUST_03339,2022-01-04,Clothing,1,155.82,141.02,True,PayPal
TXN_009144,CUST_01392,2022-01-04,Home & Garden,3,104.52,313.56,False,PayPal
TXN_042075,CUST_02756,2022-01-04,Toys,2,78.27,124.91,True,PayPal
TXN_023196,CUST_04239,2022-01-04,Sports,2,111.3,181.29,True,Debit Card
TXN_009939,CUST_02163,2022-01-05,Electronics,2,87.57,175.14,False,Credit Card
TXN_042152,CUST_02213,2022-01-05,Home & Garden,1,380.47,380.47,False,Credit Card
TXN_026032,CUST_03079,2022-01-05,Books,1,25.02,18.77,True,PayPal
TXN_041424,CUST_02324,2022-01-05,Books,1,20.31,17.93,True,Debit Card
TXN_009590,CUST_04124,2022-01-05,Beauty,2,10.56,21.13,False,Credit Card
TXN_008493,CUST_04291,2022-01-05,Beauty,3,33.23,99.7,False,Credit Card
TXN_003983,CUST_01896,2022-01-05,Books,1,4.68,3.62,True,Bank Transfer
TXN_015994,CUST_03149,2022-01-05,Sports,2,205.92,411.84,False,Credit Card
TXN_020845,CUST_02992,2022-01-05,Toys,1,93.8,77.34,True,Credit Card
TXN_029257,CUST_01466,2022-01-05,Sports,3,346.47,1039.4,False,Credit Card
TXN_031867,CUST_01366,2022-01-05,Beauty,1,119.4,119.4,False,Debit Card
TXN_012089,CUST_01740,2022-01-05,Clothing,1,58.72,58.72,False,PayPal
TXN_044905,CUST_04071,2022-01-05,Beauty,1,118.54,108.68,True,Debit Card
TXN_038871,CUST_01333,2022-01-05,Electronics,2,1322.26,2032.83,True,Credit Card
TXN_025590,CUST_02740,2022-01-05,Beauty,1,35.51,29.23,True,Credit Card
TXN_019631,CUST_01413,2022-01-05,Toys,2,50.5,101.0,False,PayPal
TXN_017273,CUST_02483,2022-01-05,Clothing,1,29.7,29.7,False,Credit Card
TXN_025439,CUST_00131,2022-01-05,Home & Garden,2,40.73,81.45,False,Debit Card
TXN_000097,CUST_04214,2022-01-05,Sports,2,76.79,153.59,False,Credit Card
TXN_030182,CUST_01883,2022-01-05,Electronics,1,563.15,426.73,True,PayPal
TXN_013183,CUST_00294,2022-01-05,Toys,1,46.43,46.43,False,Credit Card
TXN_031290,CUST_01553,2022-01-05,Home & Garden,1,221.89,221.89,False,Credit Card
TXN_039992,CUST_01531,2022-01-05,Home & Garden,1,146.97,146.97,False,Debit Card
TXN_008287,CUST_01470,2022-01-05,Toys,1,174.37,155.71,True,PayPal
TXN_045105,CUST_00708,2022-01-05,Sports,1,468.51,468.51,False,Credit Card
TXN_035229,CUST_00715,2022-01-05,Home & Garden,2,62.62,125.25,False,Credit Card
TXN_039036,CUST_01197,2022-01-05,Electronics,2,1678.12,3356.24,False,Debit Card
TXN_027965,CUST_04106,2022-01-05,Books,4,40.19,160.77,False,Credit Card
TXN_023734,CUST_00025,2022-01-05,Electronics,2,99.3,162.66,True,Debit Card
TXN_032622,CUST_04917,2022-01-05,Books,1,10.74,10.74,False,Credit Card
TXN_027950,CUST_04247,2022-01-05,Clothing,2,105.32,210.64,False,Debit Card
TXN_045131,CUST_00734,2022-01-05,Electronics,1,318.98,318.98,False,Credit Card
TXN_045129,CUST_03757,2022-01-05,Home & Garden,1,126.94,105.84,True,PayPal
TXN_023854,CUST_02196,2022-01-05,Toys,2,186.02,372.05,False,Credit Card
TXN_000597,CUST_01629,2022-01-05,Sports,3,390.79,1172.37,False,Bank Transfer
TXN_005650,CUST_04296,2022-01-05,Sports,1,110.51,97.57,True,Debit Card
TXN_030883,CUST_01988,2022-01-05,Clothing,1,157.04,125.48,True,Credit Card
TXN_012795,CUST_01035,2022-01-05,Sports,1,148.92,148.92,False,Bank Transfer
TXN_023877,CUST_00300,2022-01-05,Sports,4,18.98,75.92,False,Bank Transfer
TXN_026201,CUST_01206,2022-01-05,Sports,2,213.44,401.11,True,PayPal
TXN_037631,CUST_00008,2022-01-05,Books,1,11.43,9.67,True,Credit Card
TXN_021350,CUST_02084,2022-01-05,Clothing,1,214.46,162.16,True,Debit Card
TXN_014402,CUST_04052,2022-01-05,Toys,1,183.35,183.35,False,Credit Card
TXN_018362,CUST_01813,2022-01-05,Toys,2,81.91,163.82,False,Credit Card
TXN_035594,CUST_02206,2022-01-05,Books,1,31.17,31.17,False,Debit Card
TXN_045294,CUST_00837,2022-01-05,Home & Garden,1,107.54,107.54,False,Credit Card
TXN_031644,CUST_04747,2022-01-05,Sports,2,83.96,167.92,False,Debit Card
TXN_022906,CUST_02583,2022-01-05,Sports,1,123.96,96.8,True,Credit Card
TXN_001371,CUST_00181,2022-01-05,Books,1,19.64,19.64,False,Credit Card
TXN_003052,CUST_02303,2022-01-05,Books,2,9.24,14.45,True,Bank Transfer
TXN_019126,CUST_03827,2022-01-05,Toys,2,89.33,156.11,True,Credit Card
TXN_032230,CUST_01358,2022-01-05,Toys,1,34.61,34.61,False,Debit Card
TXN_010985,CUST_03084,2022-01-05,Books,1,24.27,24.27,False,Credit Card
TXN_011312,CUST_00350,2022-01-05,Sports,2,378.15,756.3,False,Debit Card
TXN_033887,CUST_00618,2022-01-05,Beauty,1,143.81,143.81,False,Credit Card
TXN_001890,CUST_00090,2022-01-06,Electronics,2,2766.72,5533.44,False,Debit Card
TXN_025835,CUST_00621,2022-01-06,Clothing,1,158.45,135.5,True,Debit Card
TXN_008784,CUST_00310,2022-01-06,Toys,2,8.91,17.82,False,Debit Card
TXN_046781,CUST_01156,2022-01-06,Books,1,34.85,34.85,False,Credit Card
TXN_044428,CUST_01075,2022-01-06,Sports,3,42.35,127.06,False,Credit Card
TXN_014185,CUST_04129,2022-01-06,Books,1,41.5,41.5,False,PayPal
TXN_025228,CUST_02199,2022-01-06,Toys,1,36.35,36.35,False,Credit Card
TXN_022617,CUST_00737,2022-01-06,Books,1,26.08,26.08,False,PayPal
TXN_014482,CUST_01353,2022-01-06,Home & Garden,1,190.55,177.53,True,PayPal
TXN_025195,CUST_02511,2022-01-06,Beauty,1,47.64,47.64,False,Credit Card
TXN_018240,CUST_00846,2022-01-06,Sports,1,327.58,327.58,False,PayPal
TXN_028036,CUST_02137,2022-01-06,Home & Garden,1,84.1,84.1,False,Credit Card
TXN_021761,CUST_04887,2022-01-06,Home & Garden,2,257.51,515.02,False,Debit Card
TXN_032766,CUST_01359,2022-01-06,Home & Garden,2,223.67,447.33,False,Debit Card
TXN_005192,CUST_02105,2022-01-06,Toys,2,163.55,327.1,False,PayPal
TXN_001863,CUST_02908,2022-01-06,Beauty,1,90.77,90.77,False,Bank Transfer
TXN_006812,CUST_01027,2022-01-06,Sports,2,124.98,249.97,False,Credit Card
TXN_049499,CUST_01309,2022-01-06,Toys,1,177.46,177.46,False,Credit Card
TXN_025427,CUST_02411,2022-01-06,Books,1,43.19,43.19,False,Debit Card
TXN_028773,CUST_04342,2022-01-06,Toys,2,183.33,293.41,True,Bank Transfer
TXN_005212,CUST_00057,2022-01-06,Beauty,2,27.18,54.35,False,Credit Card
TXN_011367,CUST_04597,2022-01-06,Home & Garden,3,139.37,390.62,True,Debit Card
TXN_017027,CUST_04699,2022-01-06,Toys,1,177.83,146.05,True,Credit Card
TXN_011542,CUST_01610,2022-01-06,Beauty,1,92.95,76.38,True,PayPal
TXN_043143,CUST_02684,2022-01-06,Toys,1,40.24,40.24,False,Debit Card
TXN_037045,CUST_00352,2022-01-06,Electronics,1,1738.91,1356.09,True,PayPal
TXN_002528,CUST_02974,2022-01-06,Electronics,1,1384.03,1259.51,True,Credit Card
TXN_015261,CUST_00138,2022-01-06,Electronics,2,1203.34,2406.67,False,Debit Card
TXN_031504,CUST_03007,2022-01-06,Beauty,1,20.34,20.34,False,Credit Card
TXN_007864,CUST_04373,2022-01-06,Beauty,1,10.91,10.91,False,Debit Card
TXN_040371,CUST_02415,2022-01-06,Home & Garden,1,33.85,25.47,True,Debit Card
TXN_009434,CUST_02465,2022-01-06,Sports,2,273.25,546.5,False,Credit Card
TXN_024477,CUST_00067,2022-01-06,Home & Garden,1,183.15,141.64,True,Credit Card
TXN_030754,CUST_03447,2022-01-06,Beauty,1,93.66,93.66,False,Credit Card
TXN_043685,CUST_01620,2022-01-06,Electronics,2,1046.27,2092.55,False,Credit Card
TXN_041083,CUST_02732,2022-01-06,Beauty,1,113.73,113.73,False,Debit Card
TXN_043498,CUST_04748,2022-01-06,Electronics,2,1948.02,3896.04,False,Debit Card
TXN_013683,CUST_02232,2022-01-06,Electronics,1,2512.81,2512.81,False,Debit Card
TXN_048664,CUST_02378,2022-01-06,Toys,1,21.31,17.52,True,PayPal
TXN_037775,CUST_03923,2022-01-06,Toys,1,195.58,195.58,False,Credit Card
TXN_008111,CUST_03409,2022-01-06,Books,1,37.54,37.54,False,PayPal
TXN_029848,CUST_01782,2022-01-06,Home & Garden,2,210.26,394.44,True,Debit Card
TXN_002927,CUST_03508,2022-01-06,Toys,4,100.77,403.06,False,Debit Card
TXN_040389,CUST_04134,2022-01-06,Home & Garden,1,81.3,75.35,True,PayPal
TXN_023506,CUST_04529,2022-01-06,Clothing,1,172.56,153.87,True,Credit Card
TXN_038204,CUST_01636,2022-01-06,Home & Garden,1,250.62,250.62,False,Debit Card
TXN_014010,CUST_03888,2022-01-06,Toys,1,30.38,30.38,False,Bank Transfer
TXN_041601,CUST_01995,2022-01-06,Toys,2,180.73,335.98,True,Bank Transfer
TXN_034060,CUST_00067,2022-01-06,Toys,3,73.84,207.95,True,Bank Transfer
TXN_047761,CUST_02362,2022-01-06,Home & Garden,1,398.39,364.07,True,Debit Card
TXN_011351,CUST_02625,2022-01-06,Toys,1,96.41,96.41,False,Debit Card
TXN_035532,CUST_02260,2022-01-06,Electronics,3,1827.42,5482.25,False,Debit Card
TXN_008353,CUST_04160,2022-01-06,Toys,1,66.55,66.55,False,Credit Card
TXN_046140,CUST_01888,2022-01-06,Electronics,2,1930.39,3860.78,False,PayPal
TXN_012571,CUST_03729,2022-01-06,Electronics,1,926.43,926.43,False,Debit Card
TXN_012875,CUST_03206,2022-01-06,Home & Garden,1,487.51,487.51,False,PayPal
TXN_037834,CUST_01492,2022-01-06,Beauty,1,124.67,104.87,True,Debit Card
TXN_020518,CUST_02910,2022-01-07,Books,4,6.4,25.62,False,Debit Card
TXN_005598,CUST_01188,2022-01-07,Books,1,33.45,33.45,False,Debit Card
TXN_011672,CUST_03530,2022-01-07,Clothing,1,29.35,29.35,False,Debit Card
TXN_037863,CUST_01111,2022-01-07,Books,1,45.99,39.15,True,Credit Card
TXN_030425,CUST_03140,2022-01-07,Home & Garden,1,655.1,655.1,False,PayPal
TXN_002557,CUST_03098,2022-01-07,Toys,2,35.8,71.59,False,Bank Transfer
TXN_004934,CUST_00555,2022-01-07,Beauty,1,100.12,100.12,False,Debit Card
TXN_028046,CUST_04353,2022-01-07,Clothing,2,127.32,202.35,True,Credit Card
TXN_035163,CUST_01824,2022-01-07,Electronics,1,2932.99,2646.22,True,Debit Card
TXN_009959,CUST_01372,2022-01-07,Beauty,1,67.69,67.69,False,Credit Card
TXN_042568,CUST_01108,2022-01-07,Books,2,26.16,52.32,False,PayPal
TXN_039128,CUST_04465,2022-01-07,Toys,1,128.42,128.42,False,Credit Card
TXN_038969,CUST_02335,2022-01-07,Beauty,1,50.52,38.53,True,Debit Card
TXN_044945,CUST_04591,2022-01-07,Toys,2,288.86,577.73,False,Credit Card
TXN_038239,CUST_02560,2022-01-07,Books,2,28.42,56.84,False,Debit Card
TXN_007084,CUST_02898,2022-01-07,Home & Garden,1,256.24,256.24,False,Debit Card
TXN_015597,CUST_03056,2022-01-07,Beauty,2,43.61,87.23,False,Debit Card
TXN_033459,CUST_01800,2022-01-07,Electronics,2,1094.64,2189.28,False,PayPal
TXN_028180,CUST_02270,2022-01-07,Books,1,33.33,33.33,False,Credit Card
TXN_040916,CUST_03674,2022-01-07,Home & Garden,1,232.81,232.81,False,Debit Card
TXN_027069,CUST_04419,2022-01-07,Books,3,5.49,16.47,False,Credit Card
TXN_031865,CUST_04829,2022-01-07,Clothing,2,188.9,377.8,False,Bank Transfer
TXN_037184,CUST_01558,2022-01-07,Beauty,1,67.29,67.29,False,Credit Card
TXN_009519,CUST_04732,2022-01-07,Home & Garden,3,156.55,389.53,True,Debit Card
TXN_016624,CUST_03432,2022-01-07,Books,4,47.96,191.85,False,Debit Card
TXN_018018,CUST_04964,2022-01-07,Clothing,2,211.61,423.21,False,PayPal
TXN_036851,CUST_00300,2022-01-07,Sports,1,269.89,250.74,True,Credit Card
TXN_010213,CUST_04507,2022-01-07,Clothing,1,40.15,40.15,False,PayPal
TXN_015097,CUST_00173,2022-01-07,Clothing,3,299.35,898.06,False,Credit Card
TXN_029174,CUST_02609,2022-01-07,Toys,1,165.44,165.44,False,PayPal
TXN_016740,CUST_04731,2022-01-07,Electronics,1,258.32,258.32,False,Debit Card
TXN_002353,CUST_03298,2022-01-07,Sports,2,140.16,280.32,False,PayPal
TXN_043643,CUST_02932,2022-01-07,Sports,2,591.05,1182.1,False,Credit Card
TXN_041066,CUST_00728,2022-01-07,Sports,1,224.25,224.25,False,Credit Card
TXN_023706,CUST_01455,2022-01-07,Home & Garden,1,29.52,23.2,True,Debit Card
