customer_id,customer_segment,registration_date
CUST_00322,Budget,2022-04-22
CUST_00323,Regular,2022-07-26
CUST_00324,Budget,2022-03-07
CUST_00325,Budget,2022-04-13
CUST_00326,Premium,2022-09-09
CUST_00327,Budget,2022-11-02
CUST_00328,Regular,2022-10-13
CUST_00329,Regular,2022-11-04
CUST_00330,Regular,2022-12-01
CUST_00331,Regular,2022-09-04
CUST_00332,Regular,2022-03-22
CUST_00333,Budget,2022-05-18
CUST_00334,Budget,2022-11-26
CUST_00335,Budget,2022-12-06
CUST_00336,Regular,2022-02-03
CUST_00337,Regular,2022-07-24
CUST_00338,Regular,2022-02-12
CUST_00339,Regular,2022-04-21
CUST_00340,Premium,2022-07-02
CUST_00341,Regular,2022-01-08
CUST_00342,Premium,2022-07-03
CUST_00343,Regular,2022-12-18
CUST_00344,Regular,2022-04-03
CUST_00345,Budget,2022-03-02
CUST_00346,Premium,2022-10-04
CUST_00347,Premium,2022-04-02
CUST_00348,Regular,2022-01-22
CUST_00349,Premium,2022-01-01
CUST_00350,Regular,2022-01-12
CUST_00351,Regular,2022-02-03
CUST_00352,Premium,2022-08-06
CUST_00353,Regular,2022-03-14
CUST_00354,Premium,2022-02-16
CUST_00355,Regular,2022-08-27
CUST_00356,Regular,2022-04-17
CUST_00357,Budget,2022-03-02
CUST_00358,Premium,2022-10-19
CUST_00359,Budget,2022-04-23
CUST_00360,Regular,2022-06-29
CUST_00361,Regular,2022-05-07
CUST_00362,Budget,2022-01-14
CUST_00363,Regular,2022-03-19
CUST_00364,Regular,2022-12-31
CUST_00365,Premium,2022-07-06
CUST_00366,Regular,2022-01-07
CUST_00367,Regular,2022-08-26
CUST_00368,Budget,2022-10-01
CUST_00369,Regular,2022-08-15
CUST_00370,Regular,2022-07-11
CUST_00371,Regular,2022-01-28
CUST_00372,Premium,2022-09-30
CUST_00373,Regular,2022-05-06
CUST_00374,Premium,2022-05-25
CUST_00375,Regular,2022-01-25
CUST_00376,Regular,2022-03-08
CUST_00377,Regular,2022-05-26
CUST_00378,Premium,2022-04-21
CUST_00379,Budget,2022-04-21
CUST_00380,Budget,2022-08-24
CUST_00381,Premium,2022-04-11
CUST_00382,Regular,2022-10-09
CUST_00383,Regular,2022-11-11
CUST_00384,Budget,2022-08-17
CUST_00385,Budget,2022-05-30
CUST_00386,Regular,2022-03-11
CUST_00387,Regular,2022-01-04
CUST_00388,Budget,2022-11-14
CUST_00389,Budget,2022-06-01
CUST_00390,Budget,2022-09-04
CUST_00391,Premium,2022-01-31
CUST_00392,Regular,2022-02-05
CUST_00393,Budget,2022-01-06
CUST_00394,Regular,2022-08-08
CUST_00395,Budget,2022-12-01
CUST_00396,Budget,2022-04-04
CUST_00397,Premium,2022-03-03
CUST_00398,Budget,2022-12-01
CUST_00399,Regular,2022-01-26
CUST_00400,Regular,2022-10-27
CUST_00401,Regular,2022-04-28
CUST_00402,Budget,2022-07-31
CUST_00403,Regular,2022-04-23
CUST_00404,Regular,2022-01-01
CUST_00405,Regular,2022-11-16
CUST_00406,Premium,2022-05-19
CUST_00407,Budget,2022-11-29
CUST_00408,Regular,2022-06-10
CUST_00409,Regular,2022-01-10
CUST_00410,Regular,2022-05-18
CUST_00411,Budget,2022-01-13
CUST_00412,Regular,2022-03-25
CUST_00413,Regular,2022-04-11
CUST_00414,Premium,2022-09-22
CUST_00415,Regular,2022-02-07
CUST_00416,Regular,2022-04-04
CUST_00417,Premium,2022-03-10
CUST_00418,Budget,2022-08-24
CUST_00419,Regular,2022-05-17
CUST_00420,Regular,2022-02-04
CUST_00421,Budget,2022-11-16
CUST_00422,Regular,2022-11-16
CUST_00423,Budget,2022-09-24
CUST_00424,Budget,2022-09-27
CUST_00425,Budget,2022-10-18
CUST_00426,Premium,2022-01-05
CUST_00427,Regular,2022-03-19
CUST_00428,Regular,2022-05-12
CUST_00429,Regular,2022-02-11
CUST_00430,Regular,2022-10-23
CUST_00431,Regular,2022-04-14
CUST_00432,Regular,2022-06-28
CUST_00433,Regular,2022-12-19
CUST_00434,Budget,2022-05-23
CUST_00435,Regular,2022-05-25
CUST_00436,Budget,2022-11-05
CUST_00437,Budget,2022-02-08
CUST_00438,Premium,2022-05-14
CUST_00439,Regular,2022-06-28
CUST_00440,Regular,2022-01-15
CUST_00441,Budget,2022-10-16
CUST_00442,Regular,2022-08-19
CUST_00443,Regular,2022-06-06
CUST_00444,Premium,2022-04-07
CUST_00445,Budget,2022-10-16
CUST_00446,Premium,2022-03-27
CUST_00447,Budget,2022-01-05
CUST_00448,Budget,2022-12-19
CUST_00449,Premium,2022-06-08
CUST_00450,Regular,2022-12-31
CUST_00451,Premium,2022-07-03
CUST_00452,Regular,2022-05-16
CUST_00453,Premium,2022-02-16
CUST_00454,Regular,2022-06-22
CUST_00455,Budget,2022-04-05
CUST_00456,Regular,2022-10-19
CUST_00457,Budget,2022-10-10
CUST_00458,Regular,2022-01-11
CUST_00459,Budget,2022-12-26
CUST_00460,Regular,2022-07-19
CUST_00461,Regular,2022-12-12
CUST_00462,Budget,2022-08-06
CUST_00463,Regular,2022-07-29
CUST_00464,Regular,2022-04-21
CUST_00465,Budget,2022-06-20
CUST_00466,Budget,2022-12-22
CUST_00467,Budget,2022-05-13
CUST_00468,Budget,2022-11-24
CUST_00469,Regular,2022-04-02
CUST_00470,Regular,2022-02-20
CUST_00471,Budget,2022-10-23
CUST_00472,Budget,2022-09-24
CUST_00473,Regular,2022-10-29
CUST_00474,Regular,2022-12-12
CUST_00475,Budget,2022-07-01
CUST_00476,Budget,2022-01-01
CUST_00477,Budget,2022-02-24
CUST_00478,Regular,2022-05-29
CUST_00479,Regular,2022-11-05
CUST_00480,Regular,2022-11-09
CUST_00481,Premium,2022-10-18
CUST_00482,Regular,2022-01-25
CUST_00483,Budget,2022-10-21
CUST_00484,Regular,2022-07-29
CUST_00485,Regular,2022-12-13
CUST_00486,Regular,2022-12-30
CUST_00487,Budget,2022-07-01
CUST_00488,Premium,2022-06-29
CUST_00489,Regular,2022-12-10
CUST_00490,Regular,2022-10-12
CUST_00491,Regular,2022-05-30
CUST_00492,Regular,2022-02-18
CUST_00493,Premium,2022-03-25
CUST_00494,Regular,2022-05-28
CUST_00495,Regular,2022-03-04
CUST_00496,Budget,2022-02-18
CUST_00497,Regular,2022-08-12
CUST_00498,Premium,2022-08-03
CUST_00499,Regular,2022-07-30
CUST_00500,Regular,2022-06-07
CUST_00501,Premium,2022-10-13
CUST_00502,Budget,2022-01-19
CUST_00503,Premium,2022-03-19
CUST_00504,Budget,2022-07-13
CUST_00505,Regular,2022-04-23
CUST_00506,Regular,2022-06-15
CUST_00507,Budget,2022-05-12
CUST_00508,Premium,2022-02-24
CUST_00509,Budget,2022-10-15
CUST_00510,Regular,2022-06-11
CUST_00511,Regular,2022-03-28
CUST_00512,Budget,2022-10-15
CUST_00513,Budget,2022-12-15
CUST_00514,Regular,2022-11-09
CUST_00515,Regular,2022-09-12
CUST_00516,Premium,2022-02-23
CUST_00517,Regular,2022-08-17
CUST_00518,Premium,2022-04-07
CUST_00519,Regular,2022-09-21
CUST_00520,Premium,2022-04-06
CUST_00521,Budget,2022-10-15
CUST_00522,Budget,2022-06-14
CUST_00523,Premium,2022-08-11
CUST_00524,Regular,2022-01-07
CUST_00525,Regular,2022-06-10
CUST_00526,Regular,2022-05-27
CUST_00527,Premium,2022-02-05
CUST_00528,Regular,2022-03-23
CUST_00529,Budget,2022-10-30
CUST_00530,Regular,2022-01-11
CUST_00531,Regular,2022-07-14
CUST_00532,Regular,2022-01-20
CUST_00533,Regular,2022-09-13
CUST_00534,Regular,2022-08-14
CUST_00535,Budget,2022-12-21
CUST_00536,Budget,2022-12-08
CUST_00537,Budget,2022-03-22
CUST_00538,Budget,2022-04-30
CUST_00539,Budget,2022-08-03
CUST_00540,Budget,2022-07-28
CUST_00541,Regular,2022-07-28
CUST_00542,Regular,2022-02-09
CUST_00543,Regular,2022-10-08
CUST_00544,Regular,2022-09-03
CUST_00545,Regular,2022-01-04
CUST_00546,Premium,2022-01-29
CUST_00547,Premium,2022-08-03
CUST_00548,Regular,2022-11-22
CUST_00549,Budget,2022-12-07
CUST_00550,Budget,2022-02-10
CUST_00551,Regular,2022-01-17
CUST_00552,Regular,2022-03-17
CUST_00553,Regular,2022-12-28
CUST_00554,Premium,2022-01-27
CUST_00555,Budget,2022-05-14
CUST_00556,Budget,2022-04-08
CUST_00557,Regular,2022-11-05
CUST_00558,Premium,2022-06-22
CUST_00559,Budget,2022-07-09
CUST_00560,Regular,2022-03-05
CUST_00561,Regular,2022-11-06
CUST_00562,Budget,2022-11-03
CUST_00563,Premium,2022-10-09
CUST_00564,Premium,2022-09-24
CUST_00565,Regular,2022-06-13
CUST_00566,Budget,2022-10-22
CUST_00567,Regular,2022-11-06
CUST_00568,Regular,2022-04-21
CUST_00569,Budget,2022-03-10
CUST_00570,Regular,2022-09-07
CUST_00571,Premium,2022-05-28
CUST_00572,Premium,2022-09-01
CUST_00573,Premium,2022-12-31
CUST_00574,Premium,2022-07-20
CUST_00575,Budget,2022-03-14
CUST_00576,Premium,2022-01-17
CUST_00577,Regular,2022-03-02
CUST_00578,Regular,2022-02-11
CUST_00579,Regular,2022-10-18
CUST_00580,Budget,2022-08-17
CUST_00581,Premium,2022-04-12
CUST_00582,Regular,2022-10-02
CUST_00583,Regular,2022-11-01
CUST_00584,Premium,2022-11-26
CUST_00585,Regular,2022-10-30
CUST_00586,Premium,2022-03-21
CUST_00587,Budget,2022-09-21
CUST_00588,Regular,2022-03-22
CUST_00589,Regular,2022-07-17
CUST_00590,Budget,2022-03-30
CUST_00591,Regular,2022-02-28
CUST_00592,Budget,2022-12-31
CUST_00593,Regular,2022-10-15
CUST_00594,Budget,2022-07-18
CUST_00595,Budget,2022-10-09
CUST_00596,Regular,2022-09-07
CUST_00597,Regular,2022-12-01
CUST_00598,Regular,2022-05-17
CUST_00599,Premium,2022-11-24
CUST_00600,Budget,2022-08-03
CUST_00601,Budget,2022-08-11
CUST_00602,Budget,2022-04-13
CUST_00603,Premium,2022-06-08
CUST_00604,Regular,2022-04-18
CUST_00605,Premium,2022-04-08
CUST_00606,Budget,2022-06-20
CUST_00607,Regular,2022-07-02
CUST_00608,Regular,2022-02-08
CUST_00609,Regular,2022-01-04
CUST_00610,Budget,2022-07-29
CUST_00611,Regular,2022-04-18
CUST_00612,Regular,2022-11-07
CUST_00613,Regular,2022-02-03
CUST_00614,Premium,2022-09-04
CUST_00615,Premium,2022-10-01
CUST_00616,Budget,2022-08-15
CUST_00617,Premium,2022-10-29
CUST_00618,Regular,2022-11-14
CUST_00619,Regular,2022-07-04
CUST_00620,Regular,2022-08-24
CUST_00621,Budget,2022-09-23
CUST_00622,Premium,2022-12-25
CUST_00623,Regular,2022-03-06
CUST_00624,Regular,2022-01-03
CUST_00625,Regular,2022-06-07
CUST_00626,Budget,2022-05-26
CUST_00627,Regular,2022-06-02
CUST_00628,Regular,2022-03-14
CUST_00629,Premium,2022-12-10
CUST_00630,Premium,2022-07-06
CUST_00631,Budget,2022-03-02
CUST_00632,Regular,2022-07-17
CUST_00633,Budget,2022-11-15
CUST_00634,Budget,2022-01-11
CUST_00635,Budget,2022-08-14
CUST_00636,Premium,2022-02-21
CUST_00637,Premium,2022-03-13
CUST_00638,Budget,2022-03-04
CUST_00639,Regular,2022-08-31
CUST_00640,Regular,2022-11-26
CUST_00641,Premium,2022-11-09
CUST_00642,Regular,2022-08-29
CUST_00643,Budget,2022-09-19
CUST_00644,Budget,2022-02-23
CUST_00645,Budget,2022-06-26
CUST_00646,Regular,2022-01-20
CUST_00647,Budget,2022-03-02
CUST_00648,Regular,2022-06-27
CUST_00649,Regular,2022-05-25
CUST_00650,Premium,2022-06-09
CUST_00651,Regular,2022-09-26
CUST_00652,Regular,2022-03-30
CUST_00653,Regular,2022-12-23
CUST_00654,Premium,2022-04-15
CUST_00655,Regular,2022-05-03
CUST_00656,Premium,2022-05-17
CUST_00657,Premium,2022-08-14
CUST_00658,Budget,2022-01-09
CUST_00659,Regular,2022-01-25
CUST_00660,Regular,2022-08-14
CUST_00661,Regular,2022-02-07
CUST_00662,Regular,2022-06-25
CUST_00663,Regular,2022-02-06
CUST_00664,Regular,2022-10-11
CUST_00665,Premium,2022-03-22
CUST_00666,Premium,2022-10-28
CUST_00667,Regular,2022-12-15
CUST_00668,Budget,2022-11-19
CUST_00669,Regular,2022-12-20
CUST_00670,Regular,2022-08-25
CUST_00671,Budget,2022-08-04
CUST_00672,Budget,2022-06-17
CUST_00673,Regular,2022-02-28
CUST_00674,Budget,2022-06-18
CUST_00675,Regular,2022-02-14
CUST_00676,Regular,2022-06-19
CUST_00677,Premium,2022-06-04
CUST_00678,Budget,2022-01-07
CUST_00679,Budget,2022-02-14
CUST_00680,Budget,2022-01-31
CUST_00681,Budget,2022-06-09
CUST_00682,Regular,2022-06-07
CUST_00683,Budget,2022-03-23
CUST_00684,Budget,2022-07-25
CUST_00685,Budget,2022-01-12
CUST_00686,Premium,2022-08-12
CUST_00687,Premium,2022-06-04
CUST_00688,Budget,2022-01-17
CUST_00689,Premium,2022-12-20
CUST_00690,Regular,2022-12-10
CUST_00691,Budget,2022-11-22
CUST_00692,Regular,2022-03-15
CUST_00693,Regular,2022-11-15
CUST_00694,Regular,2022-12-01
CUST_00695,Budget,2022-10-05
CUST_00696,Budget,2022-12-18
CUST_00697,Budget,2022-11-20
CUST_00698,Regular,2022-01-17
CUST_00699,Budget,2022-07-12
CUST_00700,Premium,2022-04-30
CUST_00701,Premium,2022-11-02
CUST_00702,Budget,2022-06-24
CUST_00703,Budget,2022-06-13
CUST_00704,Regular,2022-01-07
CUST_00705,Premium,2022-02-02
CUST_00706,Regular,2022-03-20
CUST_00707,Budget,2022-02-27
CUST_00708,Premium,2022-08-14
CUST_00709,Budget,2022-04-09
CUST_00710,Regular,2022-02-08
CUST_00711,Regular,2022-10-12
CUST_00712,Regular,2022-10-15
CUST_00713,Premium,2022-03-25
CUST_00714,Regular,2022-01-27
CUST_00715,Budget,2022-08-24
CUST_00716,Premium,2022-01-21
CUST_00717,Budget,2022-12-23
CUST_00718,Regular,2022-09-19
CUST_00719,Budget,2022-09-14
CUST_00720,Regular,2022-01-15
CUST_00721,Budget,2022-06-12
CUST_00722,Premium,2022-10-08
CUST_00723,Budget,2022-10-01
CUST_00724,Budget,2022-07-27
CUST_00725,Regular,2022-03-01
CUST_00726,Premium,2022-05-25
CUST_00727,Premium,2022-01-08
CUST_00728,Budget,2022-06-23
CUST_00729,Regular,2022-07-18
CUST_00730,Regular,2022-06-30
CUST_00731,Budget,2022-02-15
CUST_00732,Regular,2022-08-10
CUST_00733,Premium,2022-09-30
CUST_00734,Regular,2022-12-06
CUST_00735,Regular,2022-06-15
CUST_00736,Regular,2022-11-15
CUST_00737,Regular,2022-04-27
CUST_00738,Regular,2022-03-13
CUST_00739,Regular,2022-07-24
CUST_00740,Premium,2022-10-04
CUST_00741,Premium,2022-11-16
CUST_00742,Regular,2022-04-05
CUST_00743,Budget,2022-01-11
CUST_00744,Regular,2022-10-16
CUST_00745,Budget,2022-09-24
CUST_00746,Regular,2022-03-29
CUST_00747,Premium,2022-03-17
CUST_00748,Budget,2022-06-09
CUST_00749,Premium,2022-11-06
CUST_00750,Regular,2022-05-28
CUST_00751,Regular,2022-08-30
CUST_00752,Regular,2022-01-02
CUST_00753,Regular,2022-08-21
CUST_00754,Regular,2022-03-18
CUST_00755,Premium,2022-04-13
CUST_00756,Premium,2022-12-25
CUST_00757,Regular,2022-05-02
CUST_00758,Budget,2022-04-16
CUST_00759,Premium,2022-11-01
CUST_00760,Budget,2022-11-13
CUST_00761,Budget,2022-01-09
CUST_00762,Budget,2022-12-25
CUST_00763,Regular,2022-02-10
CUST_00764,Budget,2022-09-21
CUST_00765,Budget,2022-12-14
CUST_00766,Budget,2022-11-14
CUST_00767,Regular,2022-01-07
CUST_00768,Regular,2022-07-27
CUST_00769,Regular,2022-11-10
CUST_00770,Budget,2022-01-03
CUST_00771,Premium,2022-07-07
CUST_00772,Budget,2022-01-12
CUST_00773,Regular,2022-01-25
CUST_00774,Budget,2022-05-02
CUST_00775,Regular,2022-08-26
CUST_00776,Regular,2022-08-09
